INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000319,201,'2020-01-01','2020-01-06');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000377,209,'2020-06-25','2020-06-28');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000458,304,'2020-06-25','2020-06-28');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000095,309,'2020-06-25','2020-06-29');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000077,508,'2020-06-25','2020-06-28');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000341,607,'2020-06-25','2020-06-28');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000457,202,'2020-06-26','2020-06-30');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000489,210,'2020-06-26','2020-06-29');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000041,301,'2020-06-26','2020-07-01');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000252,405,'2020-06-26','2020-06-30');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000127,507,'2020-06-26','2020-06-30');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000174,110,'2020-06-27','2020-06-30');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000215,203,'2020-06-27','2020-07-01');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000313,107,'2020-06-29','2020-07-03');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000458,209,'2020-06-29','2020-07-02');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000185,306,'2020-06-29','2020-07-04');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000424,310,'2020-06-29','2020-07-03');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000475,401,'2020-06-29','2020-07-02');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000051,406,'2020-06-29','2020-07-02');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000461,505,'2020-06-29','2020-07-02');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000039,606,'2020-06-29','2020-07-04');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000388,402,'2020-06-30','2020-07-02');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000222,508,'2020-06-30','2020-07-04');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000117,109,'2020-07-02','2020-07-06');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000141,201,'2020-07-02','2020-07-07');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000416,308,'2020-07-02','2020-07-05');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000063,410,'2020-07-02','2020-07-03');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000460,608,'2020-07-02','2020-07-05');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000281,102,'2020-07-03','2020-07-06');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000120,110,'2020-07-03','2020-07-08');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000241,303,'2020-07-03','2020-07-08');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000461,406,'2020-07-03','2020-07-07');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000409,604,'2020-07-03','2020-07-07');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000433,609,'2020-07-03','2020-07-07');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000426,610,'2020-07-03','2020-07-06');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000462,105,'2020-07-04','2020-07-07');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000012,207,'2020-07-04','2020-07-07');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000321,404,'2020-07-04','2020-07-05');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000009,505,'2020-07-04','2020-07-07');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000100,507,'2020-07-04','2020-07-08');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000442,510,'2020-07-04','2020-07-07');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000122,605,'2020-07-04','2020-07-07');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000189,306,'2020-07-05','2020-07-10');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000344,408,'2020-07-05','2020-07-08');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000043,603,'2020-07-05','2020-07-07');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000317,101,'2020-07-06','2020-07-12');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000484,103,'2020-07-06','2020-07-10');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000248,205,'2020-07-06','2020-07-10');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000363,407,'2020-07-07','2020-07-10');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000074,607,'2020-07-07','2020-07-11');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000009,106,'2020-07-08','2020-07-11');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000076,309,'2020-07-08','2020-07-12');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000039,105,'2020-07-09','2020-07-12');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000040,201,'2020-07-09','2020-07-13');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000391,303,'2020-07-09','2020-07-13');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000420,307,'2020-07-09','2020-07-12');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000166,308,'2020-07-09','2020-07-12');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000239,403,'2020-07-09','2020-07-12');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000250,405,'2020-07-09','2020-07-12');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000377,508,'2020-07-09','2020-07-12');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000060,602,'2020-07-09','2020-07-12');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000090,102,'2020-07-10','2020-07-14');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000261,408,'2020-07-10','2020-07-14');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000446,410,'2020-07-10','2020-07-13');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000169,505,'2020-07-10','2020-07-12');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000349,601,'2020-07-10','2020-07-13');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000202,603,'2020-07-10','2020-07-15');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000092,604,'2020-07-10','2020-07-17');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000390,608,'2020-07-10','2020-07-12');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000208,107,'2020-07-11','2020-07-15');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000099,109,'2020-07-11','2020-07-14');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000266,204,'2020-07-11','2020-07-14');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000010,302,'2020-07-11','2020-07-14');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000015,401,'2020-07-11','2020-07-14');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000181,402,'2020-07-11','2020-07-17');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000264,409,'2020-07-11','2020-07-14');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000489,502,'2020-07-11','2020-07-14');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000300,503,'2020-07-11','2020-07-14');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000115,108,'2020-07-12','2020-07-16');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000373,404,'2020-07-12','2020-07-16');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000094,203,'2020-07-13','2020-07-18');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000330,306,'2020-07-13','2020-07-17');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000129,406,'2020-07-13','2020-07-16');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000104,407,'2020-07-13','2020-07-18');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000485,201,'2020-07-14','2020-07-17');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000145,405,'2020-07-14','2020-07-17');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000146,304,'2020-07-15','2020-07-18');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000028,107,'2020-07-16','2020-07-19');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000065,202,'2020-07-16','2020-07-19');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000346,303,'2020-07-16','2020-07-19');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000061,408,'2020-07-16','2020-07-19');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000199,505,'2020-07-16','2020-07-19');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000151,602,'2020-07-16','2020-07-22');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000089,607,'2020-07-16','2020-07-19');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000168,101,'2020-07-17','2020-07-21');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000307,106,'2020-07-17','2020-07-20');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000068,501,'2020-07-17','2020-07-20');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000211,508,'2020-07-17','2020-07-21');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000149,201,'2020-07-18','2020-07-21');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000501,204,'2020-07-18','2020-07-22');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000242,302,'2020-07-18','2020-07-22');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000354,402,'2020-07-18','2020-07-22');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000059,406,'2020-07-18','2020-07-21');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000345,409,'2020-07-18','2020-07-21');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000377,502,'2020-07-18','2020-07-22');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000240,506,'2020-07-18','2020-07-21');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000090,605,'2020-07-18','2020-07-21');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000392,102,'2020-07-20','2020-07-26');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000176,103,'2020-07-20','2020-07-23');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000216,108,'2020-07-20','2020-07-23');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000052,308,'2020-07-20','2020-07-24');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000115,404,'2020-07-20','2020-07-23');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000287,601,'2020-07-20','2020-07-23');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000121,607,'2020-07-20','2020-07-23');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000276,606,'2020-07-21','2020-07-24');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000191,301,'2020-07-23','2020-07-28');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000327,303,'2020-07-23','2020-07-26');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000234,304,'2020-07-23','2020-07-27');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000173,307,'2020-07-23','2020-07-26');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000026,402,'2020-07-23','2020-07-27');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000015,405,'2020-07-23','2020-07-27');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000241,507,'2020-07-23','2020-07-25');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000397,510,'2020-07-23','2020-07-27');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000333,609,'2020-07-23','2020-07-26');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000252,610,'2020-07-23','2020-07-28');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000353,208,'2020-07-24','2020-07-26');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000248,502,'2020-07-24','2020-07-27');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000406,505,'2020-07-24','2020-07-27');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000094,103,'2020-07-25','2020-07-28');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000355,106,'2020-07-25','2020-07-28');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000473,207,'2020-07-25','2020-07-28');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000414,210,'2020-07-25','2020-07-28');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000146,404,'2020-07-25','2020-07-28');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000345,604,'2020-07-25','2020-07-29');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000085,607,'2020-07-25','2020-07-30');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000100,102,'2020-07-27','2020-07-30');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000018,407,'2020-07-27','2020-07-31');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000370,603,'2020-07-27','2020-07-30');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000032,109,'2020-07-29','2020-10-17');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000205,304,'2020-07-29','2020-08-01');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000360,207,'2020-07-30','2020-08-03');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000286,405,'2020-07-30','2020-08-05');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000414,406,'2020-07-30','2020-08-02');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000369,408,'2020-07-30','2020-08-06');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000225,503,'2020-07-30','2020-08-02');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000106,510,'2020-07-30','2020-08-03');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000292,601,'2020-07-30','2020-08-02');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000169,103,'2020-07-31','2020-08-03');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000204,104,'2020-07-31','2020-08-04');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000172,105,'2020-07-31','2020-08-03');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000381,502,'2020-07-31','2020-08-04');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000176,505,'2020-07-31','2020-08-05');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000351,507,'2020-07-31','2020-08-03');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000113,604,'2020-07-31','2020-08-03');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000212,202,'2020-08-01','2020-08-04');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000343,203,'2020-08-01','2020-08-04');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000400,208,'2020-08-01','2020-08-04');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000345,209,'2020-08-01','2020-09-10');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000092,404,'2020-08-01','2020-08-06');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000144,407,'2020-08-01','2020-08-04');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000264,508,'2020-08-01','2020-08-04');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000054,607,'2020-08-01','2020-08-04');
INSERT INTO stays (patient_SSN, room_number, stay_start, stay_end) VALUES(500000203,608,'2020-08-01','2020-08-04');
